ID;Descricao;Nome
11000;"user_id=""TIERLAC""";TIERLAC
11001;"user_id=""STEVEN""";STEVEN
11002;"user_id=""STEVEN""";STEVEN
11003;"user_id=""TIERLAC""";TIERLAC
11004;"user_id=""STEVEN""";STEVEN
11005;"user_id=""STEVEN""";STEVEN
11008;"user_id=""MARCELOO""";MARCELOO
11009;"user_id=""MARCELOO""";MARCELOO
11010;"user_id=""JOAOGE""";JOAOGE
11011;"user_id=""JOAOGE""";JOAOGE
11012;"user_id=""STEVEN""";STEVEN
11013;"user_id=""STEVEN""";STEVEN
11014;"user_id=""STEVEN""";STEVEN
11015;"user_id=""STEVEN""";STEVEN
11016;"user_id=""ALINEJ""";ALINEJ
11021;"user_id=""DENIS""";DENIS
11024;"user_id=""SALVELINON""";SALVELINON
11028;"user_id=""STEVEN""";STEVEN
11029;"user_id=""STEVEN""";STEVEN
11030;"user_id=""STEVEN""";STEVEN
11031;"user_id=""STEVEN""";STEVEN
11033;"user_id=""JOAOGE""";JOAOGE
11034;"user_id=""MARIANACO""";MARIANACO
11035;"user_id=""MARIANACO""";MARIANACO
11036;"user_id=""MARIANACO""";MARIANACO
11037;"user_id=""MARIANACO""";MARIANACO
11038;"user_id=""SALVELINON""";SALVELINON
11039;"user_id=""MARIANACO""";MARIANACO
11040;"user_id=""MARIANACO""";MARIANACO
11041;"user_id=""STEVEN""";STEVEN
11042;"user_id=""STEVEN""";STEVEN
11043;"user_id=""DENIS""";DENIS
11044;"user_id=""STEVEN""";STEVEN
11045;"user_id=""STEVEN""";STEVEN
11049;"user_id=""JOAOGE""";JOAOGE
11051;"user_id=""DENIS""";DENIS
11052;"user_id=""MARCELOO""";MARCELOO
11053;"user_id=""MARCELOO""";MARCELOO
11056;"user_id=""MARCELOO""";MARCELOO
11058;"user_id=""MARCELOO""";MARCELOO
11059;"user_id=""JOAOGE""";JOAOGE
11060;"user_id=""DENIS""";DENIS
11063;"user_id=""BRENDAR""";BRENDAR
11064;"user_id=""BRENDAR""";BRENDAR
11065;"user_id=""BRENDAR""";BRENDAR
11066;"user_id=""BRENDAR""";BRENDAR
11067;"user_id=""BRENDAR""";BRENDAR
11068;"user_id=""BRENDAR""";BRENDAR
11071;"user_id=""MARCELOO""";MARCELOO
11072;"user_id=""MARCELOO""";MARCELOO
11073;"user_id=""ALMANDO""";ALMANDO
11074;"user_id=""ALMANDO""";ALMANDO
11075;"user_id=""ALMANDO""";ALMANDO
11078;"user_id=""ALMANDO""";ALMANDO
11079;"user_id=""DENIS""";DENIS
11082;"user_id=""MARCELOO""";MARCELOO
11083;"user_id=""MARCELOO""";MARCELOO
11084;"user_id=""ALMANDO""";ALMANDO
11085;"user_id=""ALMANDO""";ALMANDO
11086;"user_id=""DENIS""";DENIS
11087;"user_id=""MARCELOO""";MARCELOO
11088;"user_id=""MARCELOO""";MARCELOO
11089;"user_id=""LUCIANONS""";LUCIANONS
11090;"user_id=""LUCIANONS""";LUCIANONS
11091;"user_id=""ALMANDO""";ALMANDO
11092;"user_id=""LUCIANONS""";LUCIANONS
11093;"user_id=""ALMANDO""";ALMANDO
11094;"user_id=""LUCIANONS""";LUCIANONS
11095;"user_id=""DENIS""";DENIS
11096;"user_id=""ALMANDO""";ALMANDO
11097;"user_id=""ALMANDO""";ALMANDO
11098;"user_id=""LUCIANONS""";LUCIANONS
11099;"user_id=""LUCIANONS""";LUCIANONS
11100;"user_id=""DENIS""";DENIS
11101;"user_id=""LUCIANONS""";LUCIANONS
11102;"user_id=""ALMANDO""";ALMANDO
11103;"user_id=""ALMANDO""";ALMANDO
11104;"user_id=""LUCIANONS""";LUCIANONS
11105;"user_id=""LUCIANONS""";LUCIANONS
11106;"user_id=""LUCIANONS""";LUCIANONS
11107;"user_id=""ALINEJ""";ALINEJ
11108;"user_id=""ALINEJ""";ALINEJ
11109;"user_id=""DENIS""";DENIS
11110;"user_id=""LEANDROZZ""";LEANDROZZ
11111;"user_id=""LEANDROZZ""";LEANDROZZ
11112;"user_id=""SUELENK""";SUELENK
11113;"user_id=""SUELENK""";SUELENK
11114;"user_id=""SUELENK""";SUELENK
11115;"user_id=""SUELENK""";SUELENK
11116;"user_id=""ALMANDO""";ALMANDO
11117;"user_id=""ALMANDO""";ALMANDO
11118;"user_id=""LEANDROZZ""";LEANDROZZ
11119;"user_id=""LEANDROZZ""";LEANDROZZ
11120;"user_id=""ALMANDO""";ALMANDO
11121;"user_id=""LUCIANONS""";LUCIANONS
11122;"user_id=""LUCIANONS""";LUCIANONS
11123;"user_id=""LUCIANONS""";LUCIANONS
11124;"user_id=""LUCIANONS""";LUCIANONS
11125;"user_id=""LUCIANONS""";LUCIANONS
11126;"user_id=""ALINEJ""";ALINEJ
11127;"user_id=""STEVEN""";STEVEN
11128;"user_id=""STEVEN""";STEVEN
11129;"user_id=""STEVEN""";STEVEN
11130;"user_id=""STEVEN""";STEVEN
11131;"user_id=""SUELENK""";SUELENK
11132;"user_id=""ALMANDO""";ALMANDO
11133;"user_id=""ALMANDO""";ALMANDO
11134;"user_id=""SUELENK""";SUELENK
11135;"user_id=""ALMANDO""";ALMANDO
11136;"user_id=""LEANDROZZ""";LEANDROZZ
11137;"user_id=""LEANDROZZ""";LEANDROZZ
11138;"user_id=""SUELENK""";SUELENK
11139;"user_id=""ALINEJ""";ALINEJ
11140;"user_id=""DENIS""";DENIS
11141;"user_id=""SUELENK""";SUELENK
11142;"user_id=""SUELENK""";SUELENK
11143;"user_id=""DENIS""";DENIS
11144;"user_id=""SUELENK""";SUELENK
11145;"user_id=""ALMANDO""";ALMANDO
11146;"user_id=""ALMANDO""";ALMANDO
11147;"user_id=""ALMANDO""";ALMANDO
11148;"user_id=""SARAHM""";SARAHM
11149;"user_id=""SARAHM""";SARAHM
11150;"user_id=""SARAHM""";SARAHM
11151;"user_id=""SARAHM""";SARAHM
11152;"user_id=""SARAHM""";SARAHM
11153;"user_id=""SARAHM""";SARAHM
11154;"user_id=""LEANDROZZ""";LEANDROZZ
11155;"user_id=""LEANDROZZ""";LEANDROZZ
11156;"user_id=""SARAHM""";SARAHM
11157;"user_id=""SARAHM""";SARAHM
11158;"user_id=""ALINEJ""";ALINEJ
11159;"user_id=""STEVEN""";STEVEN
11160;"user_id=""STEVEN""";STEVEN
11161;"user_id=""STEVEN""";STEVEN
11162;"user_id=""STEVEN""";STEVEN
11163;"user_id=""MARA""";MARA
11164;"user_id=""MARA""";MARA
11165;"user_id=""DENIS""";DENIS
11166;"user_id=""SUELENK""";SUELENK
11167;"user_id=""SUELENK""";SUELENK
11168;"user_id=""SUELENK""";SUELENK
11169;"user_id=""ISOLETEM""";ISOLETEM
11170;"user_id=""ISOLETEM""";ISOLETEM
11171;"user_id=""LEANDROZZ""";LEANDROZZ
11172;"user_id=""LEANDROZZ""";LEANDROZZ
11173;"user_id=""SARAHM""";SARAHM
11174;"user_id=""SARAHM""";SARAHM
11175;"user_id=""FABIANAST""";FABIANAST
11176;"user_id=""FABIANAST""";FABIANAST
11177;"user_id=""DAIANEV""";DAIANEV
11178;"user_id=""DAIANEV""";DAIANEV
11179;"user_id=""MARA""";MARA
11180;"user_id=""SARAHM""";SARAHM
11181;"user_id=""SARAHM""";SARAHM
11182;"user_id=""FABIANAST""";FABIANAST
11183;"user_id=""FABIANAST""";FABIANAST
11184;"user_id=""SARAHM""";SARAHM
11185;"user_id=""DENIS""";DENIS
11186;"user_id=""SARAHM""";SARAHM
11187;"user_id=""FABIANAST""";FABIANAST
11188;"user_id=""FABIANAST""";FABIANAST
11189;"user_id=""FABIANAST""";FABIANAST
11190;"user_id=""FABIANAST""";FABIANAST
11191;"user_id=""FABIANAST""";FABIANAST
11192;"user_id=""SARAHM""";SARAHM
11193;"user_id=""SARAHM""";SARAHM
11194;"user_id=""ISOLETEM""";ISOLETEM
11195;"user_id=""FABIANAST""";FABIANAST
11196;"user_id=""FABIANAST""";FABIANAST
11197;"user_id=""FABIANAST""";FABIANAST
11198;"user_id=""SARAHM""";SARAHM
11199;"user_id=""SARAHM""";SARAHM
11200;"user_id=""LEANDROZZ""";LEANDROZZ
11201;"user_id=""LEANDROZZ""";LEANDROZZ
11202;"user_id=""SARAHM""";SARAHM
11203;"user_id=""SARAHM""";SARAHM
11204;"user_id=""SARAHM""";SARAHM
11205;"user_id=""SARAHM""";SARAHM
11206;"user_id=""SARAHM""";SARAHM
11207;"user_id=""SARAHM""";SARAHM
11208;"user_id=""SARAHM""";SARAHM
11209;"user_id=""STEVEN""";STEVEN
11210;"user_id=""STEVEN""";STEVEN
11211;"user_id=""SARAHM""";SARAHM
11212;"user_id=""SARAHM""";SARAHM
11213;"user_id=""SARAHM""";SARAHM
11214;"user_id=""STEVEN""";STEVEN
11215;"user_id=""STEVEN""";STEVEN
11216;"user_id=""SARAHM""";SARAHM
11217;"user_id=""SARAHM""";SARAHM
11218;"user_id=""SARAHM""";SARAHM
11219;"user_id=""SARAHM""";SARAHM
11220;"user_id=""SARAHM""";SARAHM
11221;"user_id=""SARAHM""";SARAHM
11222;"user_id=""MARA""";MARA
11223;"user_id=""SARAHM""";SARAHM
11224;"user_id=""SARAHM""";SARAHM
11225;"user_id=""SARAHM""";SARAHM
11226;"user_id=""SARAHM""";SARAHM
11227;"user_id=""DENIS""";DENIS
11228;"user_id=""ISOLETEM""";ISOLETEM
11229;"user_id=""LEANDROZZ""";LEANDROZZ
11230;"user_id=""LEANDROZZ""";LEANDROZZ
11231;"user_id=""MARA""";MARA
11232;"user_id=""DENIS""";DENIS
11233;"user_id=""EVERTON""";EVERTON
11234;"user_id=""EVERTON""";EVERTON
11235;"user_id=""ISOLETEM""";ISOLETEM
11236;"user_id=""ISOLETEM""";ISOLETEM
11237;"user_id=""ISOLETEM""";ISOLETEM
11238;"user_id=""EVERTON""";EVERTON
11239;"user_id=""EVERTON""";EVERTON
11240;"user_id=""FRANCIELEL""";FRANCIELEL
11241;"user_id=""FRANCIELEL""";FRANCIELEL
11242;"user_id=""LEANDROZZ""";LEANDROZZ
11243;"user_id=""marcondess""";marcondess
11244;"user_id=""FRANCIELEL""";FRANCIELEL
11245;"user_id=""FRANCIELEL""";FRANCIELEL
11246;"user_id=""FRANCIELEL""";FRANCIELEL
11247;"user_id=""FRANCIELEL""";FRANCIELEL
11248;"user_id=""FRANCIELEL""";FRANCIELEL
11249;"user_id=""TIERLAC""";TIERLAC
11250;"user_id=""FRANCIELEL""";FRANCIELEL
11251;"user_id=""FRANCIELEL""";FRANCIELEL
11252;"user_id=""FRANCIELEL""";FRANCIELEL
11253;"user_id=""FRANCIELEL""";FRANCIELEL
11254;"user_id=""FRANCIELEL""";FRANCIELEL
11255;"user_id=""TIERLAC""";TIERLAC
11256;"user_id=""TIERLAC""";TIERLAC
11257;"user_id=""TIERLAC""";TIERLAC
11258;"user_id=""FRANCIELEL""";FRANCIELEL
11259;"user_id=""DENIS""";DENIS
11260;"user_id=""FRANCIELEL""";FRANCIELEL
11261;"user_id=""TIERLAC""";TIERLAC
11262;"user_id=""TIERLAC""";TIERLAC
11263;"user_id=""FRANCIELEL""";FRANCIELEL
11264;"user_id=""FRANCIELEL""";FRANCIELEL
11265;"user_id=""FRANCIELEL""";FRANCIELEL
11266;"user_id=""TIERLAC""";TIERLAC
11267;"user_id=""TIERLAC""";TIERLAC
11268;"user_id=""TIERLAC""";TIERLAC
11269;"user_id=""TIERLAC""";TIERLAC
11270;"user_id=""TIERLAC""";TIERLAC
11271;"user_id=""TIERLAC""";TIERLAC
11272;"user_id=""TIERLAC""";TIERLAC
11273;"user_id=""TIERLAC""";TIERLAC
11274;"user_id=""marcondess""";marcondess
11275;"user_id=""LEANDROZZ""";LEANDROZZ
11276;"user_id=""FRANCIELEL""";FRANCIELEL
11277;"user_id=""STEVEN""";STEVEN
11278;"user_id=""ISOLETEM""";ISOLETEM
11279;"user_id=""ISOLETEM""";ISOLETEM
11280;"user_id=""STEVEN""";STEVEN
11281;"user_id=""STEVEN""";STEVEN
11282;"user_id=""STEVEN""";STEVEN
11283;"user_id=""STEVEN""";STEVEN
11284;"user_id=""FRANCIELEL""";FRANCIELEL
11285;"user_id=""STEVEN""";STEVEN
11286;"user_id=""FRANCIELEL""";FRANCIELEL
11287;"user_id=""STEVEN""";STEVEN
11288;"user_id=""STEVEN""";STEVEN
11289;"user_id=""STEVEN""";STEVEN
11290;"user_id=""FRANCIELEL""";FRANCIELEL
11291;"user_id=""FRANCIELEL""";FRANCIELEL
11292;"user_id=""FRANCIELEL""";FRANCIELEL
11293;"user_id=""FRANCIELEL""";FRANCIELEL
11294;"user_id=""STEVEN""";STEVEN
11295;"user_id=""FRANCIELEL""";FRANCIELEL
11296;"user_id=""FRANCIELEL""";FRANCIELEL
11297;"user_id=""ISOLETEM""";ISOLETEM
11298;"user_id=""DENIS""";DENIS
11299;"user_id=""ISOLETEM""";ISOLETEM
11300;"user_id=""DENIS""";DENIS
11301;"user_id=""LEANDROZZ""";LEANDROZZ
11302;"user_id=""LEANDROZZ""";LEANDROZZ
11303;"user_id=""SARAHM""";SARAHM
11304;"user_id=""DENIS""";DENIS
11305;"user_id=""SARAHM""";SARAHM
11306;"user_id=""STEVEN""";STEVEN
11307;"user_id=""STEVEN""";STEVEN
11308;"user_id=""FRANCIELEL""";FRANCIELEL
11309;"user_id=""FRANCIELEL""";FRANCIELEL
11310;"user_id=""FRANCIELEL""";FRANCIELEL
11311;"user_id=""FRANCIELEL""";FRANCIELEL
11312;"user_id=""STEVEN""";STEVEN
11313;"user_id=""FRANCIELEL""";FRANCIELEL
11314;"user_id=""MARA""";MARA
11315;"user_id=""MARA""";MARA
11316;"user_id=""STEVEN""";STEVEN
11317;"user_id=""LEANDROZZ""";LEANDROZZ
11318;"user_id=""STEVEN""";STEVEN
11319;"user_id=""STEVEN""";STEVEN
11320;"user_id=""TIERLAC""";TIERLAC
11321;"user_id=""TIERLAC""";TIERLAC
11322;"user_id=""STEVEN""";STEVEN
11323;"user_id=""FRANCIELEL""";FRANCIELEL
11324;"user_id=""STEVEN""";STEVEN
11325;"user_id=""STEVEN""";STEVEN
11326;"user_id=""STEVEN""";STEVEN
11327;"user_id=""STEVEN""";STEVEN
11328;"user_id=""STEVEN""";STEVEN
11329;"user_id=""ISOLETEM""";ISOLETEM
11330;"user_id=""STEVEN""";STEVEN
11331;"user_id=""FRANCIELEL""";FRANCIELEL
11332;"user_id=""FRANCIELEL""";FRANCIELEL
11333;"user_id=""STEVEN""";STEVEN
11334;"user_id=""STEVEN""";STEVEN
11335;"user_id=""STEVEN""";STEVEN
11336;"user_id=""STEVEN""";STEVEN
11337;"user_id=""STEVEN""";STEVEN
11338;"user_id=""STEVEN""";STEVEN
11339;"user_id=""STEVEN""";STEVEN
11340;"user_id=""STEVEN""";STEVEN
11341;"user_id=""STEVEN""";STEVEN
11342;"user_id=""STEVEN""";STEVEN
11343;"user_id=""LEANDROZZ""";LEANDROZZ
11344;"user_id=""ISOLETEM""";ISOLETEM
11345;"user_id=""STEVEN""";STEVEN
11346;"user_id=""DENIS""";DENIS
11347;"user_id=""LEANDROZZ""";LEANDROZZ
11348;"user_id=""LEANDROZZ""";LEANDROZZ
11349;"user_id=""STEVEN""";STEVEN
11350;"user_id=""STEVEN""";STEVEN
11351;"user_id=""MARA""";MARA
11352;"user_id=""STEVEN""";STEVEN
11353;"user_id=""STEVEN""";STEVEN
11354;"user_id=""STEVEN""";STEVEN
11355;"user_id=""STEVEN""";STEVEN
11356;"user_id=""MARIANACO""";MARIANACO
11357;"user_id=""MARIANACO""";MARIANACO
11358;"user_id=""TIERLAC""";TIERLAC
11359;"user_id=""STEVEN""";STEVEN
11360;"user_id=""FRANCIELEL""";FRANCIELEL
11361;"user_id=""FRANCIELEL""";FRANCIELEL
11362;"user_id=""STEVEN""";STEVEN
11363;"user_id=""STEVEN""";STEVEN
11364;"user_id=""STEVEN""";STEVEN
11365;"user_id=""STEVEN""";STEVEN
11366;"user_id=""ISOLETEM""";ISOLETEM
11367;"user_id=""MARCELOO""";MARCELOO
11368;"user_id=""MARCELOO""";MARCELOO
11369;"user_id=""MARCELOO""";MARCELOO
11370;"user_id=""MARCELOO""";MARCELOO
11371;"user_id=""ISOLETEM""";ISOLETEM
11372;"user_id=""ISOLETEM""";ISOLETEM
11373;"user_id=""STEVEN""";STEVEN
11374;"user_id=""STEVEN""";STEVEN
11375;"user_id=""STEVEN""";STEVEN
11376;"user_id=""STEVEN""";STEVEN
11377;"user_id=""STEVEN""";STEVEN
11378;"user_id=""STEVEN""";STEVEN
11379;"user_id=""FRANCIELEL""";FRANCIELEL
11380;"user_id=""FRANCIELEL""";FRANCIELEL
11381;"user_id=""ALMANDO""";ALMANDO
11382;"user_id=""ISOLETEM""";ISOLETEM
11383;"user_id=""FRANCIELEL""";FRANCIELEL
11384;"user_id=""ALMANDO""";ALMANDO
11385;"user_id=""ISOLETEM""";ISOLETEM
11386;"user_id=""STEVEN""";STEVEN
11387;"user_id=""STEVEN""";STEVEN
11388;"user_id=""STEVEN""";STEVEN
11389;"user_id=""JEFFERSONM""";JEFFERSONM
11390;"user_id=""FRANCIELEL""";FRANCIELEL
11391;"user_id=""STEVEN""";STEVEN
11392;"user_id=""STEVEN""";STEVEN
11393;"user_id=""FRANCIELEL""";FRANCIELEL
11394;"user_id=""ALINEJ""";ALINEJ
11395;"user_id=""ALINEJ""";ALINEJ
11396;"user_id=""LUIZCS""";LUIZCS
11397;"user_id=""LUIZCS""";LUIZCS
11398;"user_id=""STEVEN""";STEVEN
11399;"user_id=""STEVEN""";STEVEN
11400;"user_id=""FRANCIELEL""";FRANCIELEL
11401;"user_id=""STEVEN""";STEVEN
11402;"user_id=""ALINEJ""";ALINEJ
11403;"user_id=""LEANDROZZ""";LEANDROZZ
11404;"user_id=""ISOLETEM""";ISOLETEM
11405;"user_id=""LEANDROZZ""";LEANDROZZ
11406;"user_id=""LEANDROZZ""";LEANDROZZ
11407;"user_id=""STEVEN""";STEVEN
11408;"user_id=""STEVEN""";STEVEN
11409;"user_id=""DENIS""";DENIS
11410;"user_id=""STEVEN""";STEVEN
11411;"user_id=""STEVEN""";STEVEN
11412;"user_id=""STEVEN""";STEVEN
11413;"user_id=""STEVEN""";STEVEN
11414;"user_id=""STEVEN""";STEVEN
11415;"user_id=""MARA""";MARA
11416;"user_id=""STEVEN""";STEVEN
11417;"user_id=""STEVEN""";STEVEN
11418;"user_id=""MARIANACO""";MARIANACO
11419;"user_id=""STEVEN""";STEVEN
11420;"user_id=""TIERLAC""";TIERLAC
11421;"user_id=""FRANCIELEL""";FRANCIELEL
11422;"user_id=""STEVEN""";STEVEN
11423;"user_id=""STEVEN""";STEVEN
11424;"user_id=""STEVEN""";STEVEN
11425;"user_id=""FRANCIELEL""";FRANCIELEL
11426;"user_id=""STEVEN""";STEVEN
11427;"user_id=""STEVEN""";STEVEN
11428;"user_id=""ALINEJ""";ALINEJ
11429;"user_id=""MARCELOO""";MARCELOO
11430;"user_id=""MARCELOO""";MARCELOO
11431;"user_id=""ISOLETEM""";ISOLETEM
11432;"user_id=""LUIZCS""";LUIZCS
11433;"user_id=""LUIZCS""";LUIZCS
11434;"user_id=""STEVEN""";STEVEN
11435;"user_id=""JEFFERSONM""";JEFFERSONM
11436;"user_id=""STEVEN""";STEVEN
11437;"user_id=""STEVEN""";STEVEN
11438;"user_id=""STEVEN""";STEVEN
11439;"user_id=""STEVEN""";STEVEN
11440;"user_id=""FRANCIELEL""";FRANCIELEL
11441;"user_id=""ALMANDO""";ALMANDO
11442;"user_id=""ISOLETEM""";ISOLETEM
11443;"user_id=""STEVEN""";STEVEN
11444;"user_id=""STEVEN""";STEVEN
11445;"user_id=""STEVEN""";STEVEN
11446;"user_id=""LUIZCS""";LUIZCS
11447;"user_id=""ISOLETEM""";ISOLETEM
11448;"user_id=""LUIZCS""";LUIZCS
11449;"user_id=""FRANCIELEL""";FRANCIELEL
11450;"user_id=""STEVEN""";STEVEN
11451;"user_id=""STEVEN""";STEVEN
11452;"user_id=""STEVEN""";STEVEN
11453;"user_id=""STEVEN""";STEVEN
11454;"user_id=""STEVEN""";STEVEN
11455;"user_id=""STEVEN""";STEVEN
11456;"user_id=""ALINEJ""";ALINEJ
11457;"user_id=""STEVEN""";STEVEN
11458;"user_id=""STEVEN""";STEVEN
11459;"user_id=""FRANCIELEL""";FRANCIELEL
11460;"user_id=""ISOLETEM""";ISOLETEM
11461;"user_id=""STEVEN""";STEVEN
11462;"user_id=""DENIS""";DENIS
11463;"user_id=""STEVEN""";STEVEN
11464;"user_id=""STEVEN""";STEVEN
11465;"user_id=""STEVEN""";STEVEN
11466;"user_id=""MARA""";MARA
11467;"user_id=""MARIANACO""";MARIANACO
11468;"user_id=""TIERLAC""";TIERLAC
11469;"user_id=""FRANCIELEL""";FRANCIELEL
11470;"user_id=""ALINEJ""";ALINEJ
11471;"user_id=""FRANCIELEL""";FRANCIELEL
11472;"user_id=""PILARCD""";PILARCD
11473;"user_id=""STEVEN""";STEVEN
11474;"user_id=""PILARCD""";PILARCD
11475;"user_id=""STEVEN""";STEVEN
11476;"user_id=""MARCELOO""";MARCELOO
11477;"user_id=""MARCELOO""";MARCELOO
11478;"user_id=""PILARCD""";PILARCD
11479;"user_id=""PILARCD""";PILARCD
11480;"user_id=""ISOLETEM""";ISOLETEM
11481;"user_id=""LUIZCS""";LUIZCS
11482;"user_id=""LUIZCS""";LUIZCS
11483;"user_id=""JEFFERSONM""";JEFFERSONM
11484;"user_id=""STEVEN""";STEVEN
11485;"user_id=""STEVEN""";STEVEN
11486;"user_id=""FRANCIELEL""";FRANCIELEL
11487;"user_id=""ALMANDO""";ALMANDO
11488;"user_id=""ISOLETEM""";ISOLETEM
11489;"user_id=""STEVEN""";STEVEN
11490;"user_id=""LUIZCS""";LUIZCS
11491;"user_id=""STEVEN""";STEVEN
11492;"user_id=""JOAOGE""";JOAOGE
11493;"user_id=""JOAOGE""";JOAOGE
11494;"user_id=""ISOLETEM""";ISOLETEM
11495;"user_id=""STEVEN""";STEVEN
11496;"user_id=""STEVEN""";STEVEN
11497;"user_id=""STEVEN""";STEVEN
11498;"user_id=""STEVEN""";STEVEN
11499;"user_id=""FRANCIELEL""";FRANCIELEL
11500;"user_id=""STEVEN""";STEVEN
11501;"user_id=""STEVEN""";STEVEN
11502;"user_id=""STEVEN""";STEVEN
11503;"user_id=""STEVEN""";STEVEN
11504;"user_id=""ISOLETEM""";ISOLETEM
11505;"user_id=""FRANCIELEL""";FRANCIELEL
11506;"user_id=""SARAHM""";SARAHM
11507;"user_id=""STEVEN""";STEVEN
11508;"user_id=""SARAHM""";SARAHM
11509;"user_id=""ELIANI""";ELIANI
11510;"user_id=""STEVEN""";STEVEN
11511;"user_id=""ELIANI""";ELIANI
11512;"user_id=""FRANCIELEL""";FRANCIELEL
11513;"user_id=""ALINEJ""";ALINEJ
11514;"user_id=""ALINEJ""";ALINEJ
11515;"user_id=""MARIANACO""";MARIANACO
11516;"user_id=""FRANCIELEL""";FRANCIELEL
11517;"user_id=""JOAOGE""";JOAOGE
11518;"user_id=""JOAOGE""";JOAOGE
11519;"user_id=""DENIS""";DENIS
11520;"user_id=""DENIS""";DENIS
11521;"user_id=""STEVEN""";STEVEN
11522;"user_id=""mauricio.f""";mauricio.f
11523;"user_id=""mauricio.f""";mauricio.f
11524;"user_id=""STEVEN""";STEVEN
11525;"user_id=""STEVEN""";STEVEN
11526;"user_id=""STEVEN""";STEVEN
11527;"user_id=""MARCELOO""";MARCELOO
11528;"user_id=""MARCELOO""";MARCELOO
11529;"user_id=""THAISES""";THAISES
11530;"user_id=""THAISES""";THAISES
11531;"user_id=""PILARCD""";PILARCD
11532;"user_id=""PILARCD""";PILARCD
11533;"user_id=""PILARCD""";PILARCD
11534;"user_id=""PILARCD""";PILARCD
11535;"user_id=""PILARCD""";PILARCD
11536;"user_id=""PILARCD""";PILARCD
11537;"user_id=""STEVEN""";STEVEN
11538;"user_id=""STEVEN""";STEVEN
11539;"user_id=""LUIZCS""";LUIZCS
11540;"user_id=""LUIZCS""";LUIZCS
11541;"user_id=""FRANCIELEL""";FRANCIELEL
11542;"user_id=""ISOLETEM""";ISOLETEM
11543;"user_id=""ALMANDO""";ALMANDO
11544;"user_id=""STEVEN""";STEVEN
11545;"user_id=""ISOLETEM""";ISOLETEM
11546;"user_id=""LUIZCS""";LUIZCS
11547;"user_id=""STEVEN""";STEVEN
11548;"user_id=""FRANCIELEL""";FRANCIELEL
11549;"user_id=""FRANCIELEL""";FRANCIELEL
11550;"user_id=""STEVEN""";STEVEN
11551;"user_id=""STEVEN""";STEVEN
11552;"user_id=""STEVEN""";STEVEN
11553;"user_id=""STEVEN""";STEVEN
11554;"user_id=""STEVEN""";STEVEN
11555;"user_id=""STEVEN""";STEVEN
11556;"user_id=""STEVEN""";STEVEN
11557;"user_id=""STEVEN""";STEVEN
11558;"user_id=""ELIANI""";ELIANI
11559;"user_id=""FRANCIELEL""";FRANCIELEL
11560;"user_id=""FRANCIELEL""";FRANCIELEL
11561;"user_id=""FRANCIELEL""";FRANCIELEL
11562;"user_id=""FRANCIELEL""";FRANCIELEL
11563;"user_id=""FRANCIELEL""";FRANCIELEL
11564;"user_id=""DENIS""";DENIS
11565;"user_id=""ALINEJ""";ALINEJ
11566;"user_id=""ALINEJ""";ALINEJ
11567;"user_id=""FRANCIELEL""";FRANCIELEL
11568;"user_id=""FRANCIELEL""";FRANCIELEL
11569;"user_id=""FRANCIELEL""";FRANCIELEL
11570;"user_id=""FRANCIELEL""";FRANCIELEL
11575;"user_id=""FRANCIELEL""";FRANCIELEL
11576;"user_id=""FRANCIELEL""";FRANCIELEL
11577;"user_id=""LUIZCS""";LUIZCS
11578;"user_id=""FRANCIELEL""";FRANCIELEL
11579;"user_id=""LUIZCS""";LUIZCS
11580;"user_id=""LUIZCS""";LUIZCS
11581;"user_id=""FRANCIELEL""";FRANCIELEL
11582;"user_id=""FRANCIELEL""";FRANCIELEL
11583;"user_id=""FRANCIELEL""";FRANCIELEL
11584;"user_id=""FRANCIELEL""";FRANCIELEL
11585;"user_id=""FRANCIELEL""";FRANCIELEL
11586;"user_id=""FRANCIELEL""";FRANCIELEL
11587;"user_id=""FRANCIELEL""";FRANCIELEL
11588;"user_id=""FRANCIELEL""";FRANCIELEL
11589;"user_id=""FRANCIELEL""";FRANCIELEL
11590;"user_id=""FRANCIELEL""";FRANCIELEL
11591;"user_id=""FRANCIELEL""";FRANCIELEL
11592;"user_id=""FRANCIELEL""";FRANCIELEL
11593;"user_id=""FRANCIELEL""";FRANCIELEL
11594;"user_id=""FRANCIELEL""";FRANCIELEL
11595;"user_id=""SARAHM""";SARAHM
11596;"user_id=""SARAHM""";SARAHM
11597;"user_id=""SARAHM""";SARAHM
11598;"user_id=""SARAHM""";SARAHM
11599;"user_id=""FRANCIELEL""";FRANCIELEL
11600;"user_id=""ELIANI""";ELIANI
11601;"user_id=""FRANCIELEL""";FRANCIELEL
11602;"user_id=""FRANCIELEL""";FRANCIELEL
11603;"user_id=""FRANCIELEL""";FRANCIELEL
11604;"user_id=""DENIS""";DENIS
11605;"user_id=""ALINEJ""";ALINEJ
11606;"user_id=""STEVEN""";STEVEN
11607;"user_id=""ALINEJ""";ALINEJ
11608;"user_id=""STEVEN""";STEVEN
11609;"user_id=""STEVEN""";STEVEN
11610;"user_id=""STEVEN""";STEVEN
11611;"user_id=""STEVEN""";STEVEN
11612;"user_id=""STEVEN""";STEVEN
11613;"user_id=""STEVEN""";STEVEN
11614;"user_id=""STEVEN""";STEVEN
11615;"user_id=""STEVEN""";STEVEN
11616;"user_id=""STEVEN""";STEVEN
11617;"user_id=""STEVEN""";STEVEN
